time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
08/02/2026,tranvanbinh766@gmail.com,Tran Van Binh,2251164766,22/03/2004,Nam,1205000766,0095813451,tranvanbinh766@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,03.05,Thanh Hóa,571,,https://drive.google.com/file/d/1E1ggMk2XVXCCExa7uMnUmALgOLLsA0no/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh767@gmail.com,Dang Van Khanh,2251164767,19/06/2003,Nam,1205000767,0974534049,dangvankhanh767@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.49,Gia Lai,188,,https://drive.google.com/file/d/1YjGANtys8GJYCe_UXZV5Af3WVEmrnCoE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh768@gmail.com,Bui Thi Hanh,2251164768,07/12/2004,Nữ,1205000768,0634806570,buithihanh768@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.50,Thanh Hóa,458,,https://drive.google.com/file/d/1cBn41g1JDQ_P_LWFyJovuc35GwEhaij2/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong769@gmail.com,Vu Thi Phuong,2251164769,26/02/2003,Nữ,1205000769,0917965651,vuthiphuong769@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,3.84,Hưng Yên,534,,https://drive.google.com/file/d/1ilprHHy5skw8Gkc6fc6CUtkw6Jt7xt2F/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong770@gmail.com,Pham Van Cuong,2251164770,03/04/2006,Nam,1205000770,0697951989,phamvancuong770@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,2.56,Lào Cai,416,,https://drive.google.com/file/d/1qp2BHuwuPVPkW0ze9eCZ9i7tbaom_TCx/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh771@gmail.com,Tran Van Binh,2251164771,21/12/2005,Nam,1205000771,0355242228,tranvanbinh771@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,3.81,Thanh Hóa,8,,https://drive.google.com/file/d/1I3boTde9L37l7X9Dukt6srbJ9hnoMJjC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh772@gmail.com,Tran Van Binh,2251164772,03/04/2005,Nam,1205000772,0597404251,tranvanbinh772@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.61,Nghệ An,374,,https://drive.google.com/file/d/1Cu4E6a4xK5qnXJHtuWcdZvUNu2eu9anW/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu773@gmail.com,Le Thi Dieu,2251164773,24/02/2004,Nữ,1205000773,0837311156,lethidieu773@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 4,2.94,Nghệ An,342,,https://drive.google.com/file/d/1nBhjYnB7E-dsq5aEufjRbfSjxlz-6FoM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong774@gmail.com,Vu Thi Phuong,2251164774,01/08/2006,Nữ,1205000774,0330779721,vuthiphuong774@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,3.45,Gia Lai,399,,https://drive.google.com/file/d/1RAFsl1CjpR4YzmeO9jjwunz7ftpc_F17/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai775@gmail.com,Do Thi Mai,2251164775,05/08/2004,Nữ,1205000775,0715410108,dothimai775@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.61,Hưng Yên,387,,https://drive.google.com/file/d/1S_Cib3wjwxXFfvOoQRCI63x7WoakbgXO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai776@gmail.com,Do Thi Mai,2251164776,28/07/2003,Nữ,1205000776,0408254097,dothimai776@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.58,Nghệ An,309,,https://drive.google.com/file/d/19KPPbsJJlS7tiQ8xGNp1zFbitu3qOpHn/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh777@gmail.com,Dang Van Khanh,2251164777,29/06/2005,Nam,1205000777,0318971859,dangvankhanh777@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,2.57,Lào Cai,305,,https://drive.google.com/file/d/1W_J4EtYTD2TQYTm10lIRIv3wssUDJSO0/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai778@gmail.com,Do Thi Mai,2251164778,15/11/2004,Nữ,1205000778,0542660687,dothimai778@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 4,2.11,Gia Lai,303,,https://drive.google.com/file/d/1eeCML8_KV7YBlDRjQZd54vOh8MwSAlQa/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong779@gmail.com,Pham Van Cuong,2251164779,21/09/2003,Nam,1205000779,0439322376,phamvancuong779@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 3,3.59,Hưng Yên,371,,https://drive.google.com/file/d/12k8M2TncpqZzqUQ7ecooksq_hV27Wznc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan780@gmail.com,Nguyen Van An,2251164780,30/12/2003,Nam,1205000780,0193899162,nguyenvanan780@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.78,Gia Lai,283,,https://drive.google.com/file/d/1CtZWjdjZ0Ml2UQwujrNEsX7vtVSptc9O/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan781@gmail.com,Ngo Thi Lan,2251164781,04/02/2005,Nữ,1205000781,0567076165,ngothilan781@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.56,Hà Nội,482,,https://drive.google.com/file/d/1nW2L-2pZ67hBkICL10fhzRoZMS4xt8_q/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh782@gmail.com,Bui Thi Hanh,2251164782,14/03/2003,Nữ,1205000782,0361685533,buithihanh782@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.90,Nghệ An,360,,https://drive.google.com/file/d/1OgHOBiV0Fc_ohV1OIOPBt_q6R0LhWor7/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan783@gmail.com,Nguyen Van An,2251164783,14/10/2003,Nam,1205000783,0918733859,nguyenvanan783@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 2,3.14,Nghệ An,448,,https://drive.google.com/file/d/1oNirGQ3VCQtx_me-XKyeknEcGs6-msto/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu784@gmail.com,Le Thi Dieu,2251164784,30/06/2006,Nữ,1205000784,0697498148,lethidieu784@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 4,03.04,Hưng Yên,192,,https://drive.google.com/file/d/1ohZS8E-01H400sDi-SXA7Wg7balQw4ka/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh785@gmail.com,Bui Thi Hanh,2251164785,31/01/2004,Nữ,1205000785,0147769955,buithihanh785@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.89,Nghệ An,504,,https://drive.google.com/file/d/1XOaFYpFGatwCYkRe_A74qzyy-jvPvTuI/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong786@gmail.com,Pham Van Cuong,2251164786,08/08/2003,Nam,1205000786,0663619664,phamvancuong786@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,3.23,Gia Lai,533,,https://drive.google.com/file/d/14wfGzvBDrrdphZWpTFIY25MIEsPCFqKv/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong787@gmail.com,Vu Thi Phuong,2251164787,27/11/2006,Nữ,1205000787,0372721435,vuthiphuong787@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,3.27,Nam Định,299,,https://drive.google.com/file/d/1LKwQjtRVGWv5nI_pIUB6ROf4UtI60HVg/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu788@gmail.com,Le Thi Dieu,2251164788,16/12/2006,Nữ,1205000788,0134217561,lethidieu788@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,2.59,Lào Cai,436,,https://drive.google.com/file/d/1kU6KiicsWkbCZYghiiz0jtRZmAS9_ekJ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu789@gmail.com,Le Thi Dieu,2251164789,23/10/2005,Nữ,1205000789,0451366464,lethidieu789@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.79,Gia Lai,251,,https://drive.google.com/file/d/1GJ2JqLEHLb9VU4ERHyVoFMp129i0OElY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh790@gmail.com,Bui Thi Hanh,2251164790,28/10/2006,Nữ,1205000790,0221878512,buithihanh790@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.48,Gia Lai,473,,https://drive.google.com/file/d/1IhLsg_8busdW-WAy-QtXONSLBQDmenqb/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong791@gmail.com,Hoang Van Long,2251164791,30/06/2003,Nam,1205000791,0235304620,hoangvanlong791@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,03.03,Hà Nội,259,,https://drive.google.com/file/d/1hCz8wLY8_5N0sl90mg-ST15xxKJQRuVC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu792@gmail.com,Le Thi Dieu,2251164792,05/09/2003,Nữ,1205000792,0208215595,lethidieu792@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 4,3.16,Gia Lai,209,,https://drive.google.com/file/d/1Xnu0nJV96NESfFPMgrdeB-JoCyhXUDpG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu793@gmail.com,Le Thi Dieu,2251164793,03/11/2003,Nữ,1205000793,0043896529,lethidieu793@sv.tlu.edu.vn,Công nghệ thông tin,Hệ thống thông tin,64HTTT2,năm 3,2.83,Hưng Yên,144,,https://drive.google.com/file/d/1nKAsUMHitSwtTykedIrnfJWyWrfhedM3/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh794@gmail.com,Bui Thi Hanh,2251164794,31/12/2004,Nữ,1205000794,0255154894,buithihanh794@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.49,Lào Cai,239,,https://drive.google.com/file/d/1IajJf--2ybJFBA7b-deSj-XBLdIjnXIM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu795@gmail.com,Le Thi Dieu,2251164795,10/04/2004,Nữ,1205000795,0148562918,lethidieu795@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 2,3.82,Lào Cai,373,,https://drive.google.com/file/d/1a2YSXz_hrlhkQOZSVrJJNSEeTBS-iuIZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong796@gmail.com,Pham Van Cuong,2251164796,06/09/2006,Nam,1205000796,0151864714,phamvancuong796@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,2.65,Lào Cai,571,,https://drive.google.com/file/d/1QDpcip32oRxZ7r5EYatYYJygxDdteOkS/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong797@gmail.com,Hoang Van Long,2251164797,03/10/2004,Nam,1205000797,0336643905,hoangvanlong797@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.60,Nghệ An,248,,https://drive.google.com/file/d/1AHcPgvO6mfXPIGmGzEfge7sETAOa6gTM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong798@gmail.com,Vu Thi Phuong,2251164798,20/02/2005,Nữ,1205000798,0629028805,vuthiphuong798@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,3.38,Lào Cai,499,,https://drive.google.com/file/d/1Fq6DhSy8pL6LhWtCVaDyG8QhJx5j2a2E/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai799@gmail.com,Do Thi Mai,2251164799,13/01/2003,Nữ,1205000799,0085501380,dothimai799@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.41,Hà Nội,221,,https://drive.google.com/file/d/1j0wy131ijSOhRCHNvoh5CYSaZ5cdWYGB/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh800@gmail.com,Bui Thi Hanh,2251164800,15/01/2004,Nữ,1205000800,0267310071,buithihanh800@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 1,03.01,Hà Nội,106,,https://drive.google.com/file/d/10jmLTUg7muuy-woQ69EH6ESjMustzXLi/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong801@gmail.com,Hoang Van Long,2251164801,23/01/2005,Nam,1205000801,0960962646,hoangvanlong801@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.63,Hà Nội,149,,https://drive.google.com/file/d/1M2kbAwFBhhay84G9HAUCveSWZABDuVyZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong802@gmail.com,Pham Van Cuong,2251164802,22/05/2004,Nam,1205000802,0073917494,phamvancuong802@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 1,3.34,Hưng Yên,483,,https://drive.google.com/file/d/1s1hSSAPrZFIWAJuesoCuImNDGZdvA0iz/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai803@gmail.com,Do Thi Mai,2251164803,07/01/2003,Nữ,1205000803,0809810608,dothimai803@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,2.72,Gia Lai,203,,https://drive.google.com/file/d/1R6rFSMAsdou9N1eK8RB7DtrZEyFEVfRG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh804@gmail.com,Tran Van Binh,2251164804,14/07/2006,Nam,1205000804,0559384350,tranvanbinh804@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 4,2.97,Nam Định,269,,https://drive.google.com/file/d/1l_pK-IOy0TfNEmhmBT-wrkaZvaIm0tjE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan805@gmail.com,Nguyen Van An,2251164805,27/05/2006,Nam,1205000805,0502698155,nguyenvanan805@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 1,3.52,Nghệ An,123,,https://drive.google.com/file/d/1PbEBZxrpOy71yxojjdOegRPiqZkF9RlL/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan806@gmail.com,Ngo Thi Lan,2251164806,06/07/2003,Nữ,1205000806,0042437294,ngothilan806@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,3.72,Thanh Hóa,422,,https://drive.google.com/file/d/1F1cLWPcHICYVsgkx69SFWjiNBY0ilA3I/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh807@gmail.com,Tran Van Binh,2251164807,17/04/2006,Nam,1205000807,0071774256,tranvanbinh807@sv.tlu.edu.vn,Cơ khí,Cơ khí chế tạo,65CK1,năm 4,3.69,Hà Nội,23,,https://drive.google.com/file/d/1ByTT3Wwgfw03q-mYMKMm7mZagveS2MLW/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan808@gmail.com,Ngo Thi Lan,2251164808,19/12/2003,Nữ,1205000808,0581322679,ngothilan808@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 4,2.86,Gia Lai,297,,https://drive.google.com/file/d/1EHjZqw1cYEkDTHmwFJ3wT1PXqsfMiZ1P/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh809@gmail.com,Dang Van Khanh,2251164809,05/06/2003,Nam,1205000809,0043494484,dangvankhanh809@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,02.09,Thanh Hóa,207,,https://drive.google.com/file/d/1zc-X4wrNLPWOKpaDjox7AYAeiZze-6xX/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh810@gmail.com,Bui Thi Hanh,2251164810,04/06/2003,Nữ,1205000810,0179061856,buithihanh810@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,3.71,Nam Định,230,,https://drive.google.com/file/d/1TJkAzqkKT9k3qtURfAG-KCAtlOXEJP7f/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh811@gmail.com,Tran Van Binh,2251164811,12/06/2006,Nam,1205000811,0151215389,tranvanbinh811@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,2.84,Thanh Hóa,95,,https://drive.google.com/file/d/1WxaRXaonCNBGTLIOqfygZmWmKX-kPYJo/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh812@gmail.com,Bui Thi Hanh,2251164812,28/03/2006,Nữ,1205000812,0620054350,buithihanh812@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.45,Hưng Yên,247,,https://drive.google.com/file/d/1Vw9yWUU63TYliwGP4w2m2VnG0KlCvQac/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong813@gmail.com,Hoang Van Long,2251164813,10/01/2003,Nam,1205000813,0612023587,hoangvanlong813@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,3.96,Thanh Hóa,246,,https://drive.google.com/file/d/151UC5HMzIrLhNhtZQwNrp0FfJO_fd5ca/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong814@gmail.com,Hoang Van Long,2251164814,07/12/2004,Nam,1205000814,0296688573,hoangvanlong814@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,3.66,Nam Định,548,,https://drive.google.com/file/d/10-Jre-O83ppaGBKHGHgcGz1OtwkpwY2q/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh815@gmail.com,Tran Van Binh,2251164815,11/09/2003,Nam,1205000815,0101841967,tranvanbinh815@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 1,3.90,Hưng Yên,421,,https://drive.google.com/file/d/1n4Ae0gtYXbmCxM_hnNnaaO0DtodlbgJn/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh816@gmail.com,Tran Van Binh,2251164816,18/01/2005,Nam,1205000816,0958201661,tranvanbinh816@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 3,3.19,Hưng Yên,60,,https://drive.google.com/file/d/1_Oo4n2wS4nFEB-sWoBteIU34PgG4o4t6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh817@gmail.com,Bui Thi Hanh,2251164817,18/09/2004,Nữ,1205000817,0401608856,buithihanh817@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 2,3.89,Hưng Yên,220,,https://drive.google.com/file/d/1K9gcrxYf34Qb6gjfslVcz7fK1JYBwUys/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh818@gmail.com,Bui Thi Hanh,2251164818,22/05/2006,Nữ,1205000818,0487462453,buithihanh818@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,2.93,Nghệ An,349,,https://drive.google.com/file/d/134Xcem8jIRt9XPHJAltAn4tzEv9Ffb6p/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh819@gmail.com,Tran Van Binh,2251164819,13/04/2006,Nam,1205000819,0938278476,tranvanbinh819@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,2.87,Nam Định,267,,https://drive.google.com/file/d/1h4b3nACXw__XdgrYbA7dDmyX40xWk3zt/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong820@gmail.com,Vu Thi Phuong,2251164820,16/09/2003,Nữ,1205000820,0173893105,vuthiphuong820@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 1,3.16,Lào Cai,234,,https://drive.google.com/file/d/1ZYXqjT80g-0eHUu07PDjI9iI9PW4YPls/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan821@gmail.com,Nguyen Van An,2251164821,07/04/2006,Nam,1205000821,0656203600,nguyenvanan821@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,03.04,Nam Định,220,,https://drive.google.com/file/d/1AsFRV43xCi_dU-4FOuau7J7fRZ2Yd8Kw/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh822@gmail.com,Dang Van Khanh,2251164822,19/10/2003,Nam,1205000822,0781135443,dangvankhanh822@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,3.53,Hà Nội,196,,https://drive.google.com/file/d/1t8usXd7GgwdC1zBL3wDzB4_oS_3o1aAG/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh823@gmail.com,Dang Van Khanh,2251164823,27/06/2006,Nam,1205000823,0130778553,dangvankhanh823@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.85,Thanh Hóa,591,,https://drive.google.com/file/d/121yO6PQF75iTk_baG855-KOYzA0n701m/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong824@gmail.com,Hoang Van Long,2251164824,07/01/2004,Nam,1205000824,0296963638,hoangvanlong824@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.96,Nam Định,515,,https://drive.google.com/file/d/1ttawA1-wCBqzx81WXzzG5Fy4e3I7t1Va/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu825@gmail.com,Le Thi Dieu,2251164825,08/06/2003,Nữ,1205000825,0811060503,lethidieu825@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.56,Lào Cai,297,,https://drive.google.com/file/d/1mgcnxaE3PndrrKzlxTh2_-GsnvNgAspP/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh826@gmail.com,Dang Van Khanh,2251164826,21/05/2003,Nam,1205000826,0056038158,dangvankhanh826@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 2,2.98,Nghệ An,40,,https://drive.google.com/file/d/16tEmN5my_Cxo7EuN4T4wJB5qeFdMvlfc/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan827@gmail.com,Nguyen Van An,2251164827,12/02/2003,Nam,1205000827,0791811640,nguyenvanan827@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,3.48,Lào Cai,583,,https://drive.google.com/file/d/18l3m_jj5Z6tpfzTyiDZUM2mwevR3HqBC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh828@gmail.com,Dang Van Khanh,2251164828,05/11/2004,Nam,1205000828,0650113338,dangvankhanh828@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.57,Nam Định,363,,https://drive.google.com/file/d/14axTAqULZ6M1upKNiljDWxXpAX2Stmex/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan829@gmail.com,Nguyen Van An,2251164829,11/11/2004,Nam,1205000829,0319086632,nguyenvanan829@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,2.89,Lào Cai,206,,https://drive.google.com/file/d/1POOEaVqkMWlkAXSN4739-32T7Y2askma/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu830@gmail.com,Le Thi Dieu,2251164830,26/10/2005,Nữ,1205000830,0985415334,lethidieu830@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 4,3.60,Lào Cai,149,,https://drive.google.com/file/d/1JW7VFNZ6mbwzcPy7mxZdCoECBp4K5pUU/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong831@gmail.com,Hoang Van Long,2251164831,10/03/2006,Nam,1205000831,0996663103,hoangvanlong831@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 2,3.90,Lào Cai,400,,https://drive.google.com/file/d/1EHdLbFdzoFXMOIfKT19wgZcJHwGMjICb/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu832@gmail.com,Le Thi Dieu,2251164832,05/04/2003,Nữ,1205000832,0148532397,lethidieu832@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,2.20,Nam Định,106,,https://drive.google.com/file/d/1fnTn60Y8wWSqpAu5LGGsa1tDftwshYJQ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh833@gmail.com,Bui Thi Hanh,2251164833,24/01/2006,Nữ,1205000833,0731203273,buithihanh833@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 2,2.86,Hà Nội,67,,https://drive.google.com/file/d/1_4x291SgJs2PHsDabnidd41c5_yFfQUU/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
